id,first_name,last_name,email,gender,date_of_birth,study,ganghood,sport,graduation_year
114-6399,Shaylynn,GARLAND,sgarland@uni.edu,Male,11/02/1997,Architecture,,,2024
119-1348,Boothe,DZENISENKA,bdzenisenka@uni.edu,Female,01/08/1997,Psychology,,,2023
119-7359,Jacki,WARFIELD,jwarfield@uni.edu,Non-binary,28/02/1996,Engineering,,Gymnastics,2024
111-8346,Joshua,AUSTWICK,jaustwick@uni.edu,Female,28/09/1997,History,,Track & Field,2022
112-6379,Marijo,DANCEY,mdancey@uni.edu,Female,19/11/1997,Computer Science,,,2024
119-4867,Genia,HEISLER,gheisler@uni.edu,Female,27/02/1996,Law,,Swimming,2023
119-8081,Debbi,HOLAH,dholah@uni.edu,Male,09/07/1996,IT,,Football,2023
114-9644,Drusilla,WAKELIN,dwakelin@uni.edu,Male,12/09/1997,Biotechnology,,,2024
117-2637,Barthel,BELWARD,bbelward@uni.edu,Female,12/04/1997,Psychology,,Cheerleading,2022
117-6087,Torrance,MINIFIE,tminifie@uni.edu,Male,22/02/1997,Tourism & Catering,,Gymnastics,2022
118-7030,Sidonnie,GREADY,sgready@uni.edu,Female,11/06/1997,Tourism & Catering,,Tennis,2024
116-4148,Arnold,BOYKETT,aboykett@uni.edu,Female,26/10/1996,Art & Culture,Kappa Xi,Hockey,2023
119-7107,Derron,MATCZAK,dmatczak@uni.edu,Male,23/03/1997,Law,,,2024
117-6416,Pauletta,MCGOURTY,pmcgourty@uni.edu,Female,23/11/1997,Litterature & Linguistics,,Volleyball,2022
112-9988,Laurena,FOSTER-SMITH,lfoster-smith@uni.edu,Female,05/10/1998,Law,,Hockey,2023
111-6740,Minnie,PATRICK,mpatrick@uni.edu,Female,15/01/1996,Medicine,,,2024
114-5447,Anitra,CRABTREE,acrabtree@uni.edu,Male,27/05/1998,Medicine,,,2022
117-9112,Elene,LEMIN,elemin@uni.edu,Female,10/03/1997,Physics,,,2024
112-8056,Egan,LUCKEN,elucken@uni.edu,Male,07/05/1996,Mathematics,,Martial Arts,2023
113-2859,Pauly,GREENSIDES,pgreensides@uni.edu,Female,04/03/1997,Litterature & Linguistics,,Hockey,2022
115-6948,Gonzales,PATEMORE,gpatemore@uni.edu,Male,16/11/1997,Journalism,,,2022
117-7994,Clare,HOUSEN,chousen@uni.edu,Male,09/03/1996,IT,,Soccer,2022
115-8173,Derek,GECKE,dgecke@uni.edu,Male,10/08/1998,Physics,,Soccer,2022
113-2129,Jimmy,GRIEVSON,jgrievson@uni.edu,Male,28/04/1998,Biotechnology,,Basketball,2022
117-8883,Friedrick,MACGAHY,fmacgahy@uni.edu,Genderqueer,02/04/1997,Engineering,,,2022
119-7271,Jolene,MASSARD,jmassard@uni.edu,Female,28/12/1998,Chemistry,,Volleyball,2024
117-1076,Concordia,GOTHARD,cgothard@uni.edu,Female,17/04/1996,Architecture,,Cheerleading,2023
117-3742,Ashli,SCHABEN,aschaben@uni.edu,Female,26/01/1996,Litterature & Linguistics,Tau Picore,,2024
114-3356,Marsiella,PHILIPPEAUX,mphilippeaux@uni.edu,Female,14/08/1998,Art & Culture,,Tennis,2023
118-8833,Herold,TIPPETTS,htippetts@uni.edu,Male,06/01/1998,Engineering,,Basketball,2023
118-2963,Lance,BEAZE,lbeaze@uni.edu,Male,27/06/1996,Mathematics,,Track & Field,2023
119-1487,Phyllis,HEINSCHKE,pheinschke@uni.edu,Genderqueer,22/08/1997,Architecture,,,2023
115-2510,Thatcher,BLUETT,tbluett@uni.edu,Male,06/08/1998,IT,,Rowing,2022
113-7339,Whitby,LAISE,wlaise@uni.edu,Non-binary,01/06/1997,Litterature & Linguistics,,,2023
119-7025,Kelley,DUNDERDALE,kdunderdale@uni.edu,Female,07/11/1996,Law,Epsilon,,2022
119-2035,Kinna,SELLICK,ksellick@uni.edu,Male,23/05/1998,IT,Nu Phi Lambda,Martial Arts,2022
111-3081,Rafe,SHACKELL,rshackell@uni.edu,Female,02/11/1996,Architecture,,Cheerleading,2022
117-5950,Emily,O'HONE,eohone@uni.edu,Female,21/09/1996,Finance,,,2022
117-2315,Darlleen,DAN,ddan@uni.edu,Male,05/08/1996,Mathematics,,Tennis,2023
114-1173,Fredelia,MUSTCHIN,fmustchin@uni.edu,Female,14/08/1998,Gastronomy,Beta Mu,Cheerleading,2024
118-5943,Gerianna,WHITTY,gwhitty@uni.edu,Male,16/01/1998,Computer Science,,,2023
114-4302,Diego,WELDRAKE,dweldrake@uni.edu,Male,18/07/1996,Computer Science,Delta Magnus,,2024
119-9412,Griffith,D'ANTONIO,gdantonio@uni.edu,Male,25/01/1996,Business Administration,,Volleyball,2023
114-7337,Deane,JESSETT,djessett@uni.edu,Female,23/03/1996,Biotechnology,,Gymnastics,2023
113-5558,Fancy,BRIGDEN,fbrigden@uni.edu,Male,14/10/1998,Gastronomy,,Football,2022
111-7458,Giacopo,SAGGS,gsaggs@uni.edu,Genderfluid,20/09/1998,Gastronomy,Delta Magnus,Football,2022
114-9565,Kristi,MACDOWAL,kmacdowal@uni.edu,Polygender,31/12/1997,Gastronomy,,Basketball,2024
119-9995,Magda,EXTENCE,mextence@uni.edu,Male,23/04/1997,Mathematics,,Martial Arts,2023
116-8001,Parke,GIFKINS,pgifkins@uni.edu,Polygender,08/12/1998,Medicine,,Cheerleading,2022
114-2580,Sunny,GOUNDSY,sgoundsy@uni.edu,Female,16/01/1997,IT,,,2022
116-6339,Nefen,MILBURNE,nmilburne@uni.edu,Female,28/10/1998,Computer Science,,,2022
115-2782,Yoshiko,TAILBY,ytailby@uni.edu,Female,16/05/1997,Engineering,Epsilon,,2024
114-8527,Cassie,STALLWOOD,cstallwood@uni.edu,Male,30/01/1996,Litterature & Linguistics,,Hockey,2023
117-6937,Alwyn,KARPUSHKIN,akarpushkin@uni.edu,Female,11/06/1997,Law,,Cheerleading,2022
118-2430,Kerry,DITTS,kditts@uni.edu,Agender,14/10/1998,Gastronomy,,Swimming,2024
114-2791,Kelcey,BIASOTTI,kbiasotti@uni.edu,Male,19/11/1998,Law,,Tennis,2024
115-5201,Layney,GOPSALL,lgopsall@uni.edu,Male,29/03/1998,Journalism,,Basketball,2022
119-9167,Fields,FROUD,ffroud@uni.edu,Female,29/03/1996,Finance,,Gymnastics,2023
119-7827,Gael,GETCH,ggetch@uni.edu,Non-binary,11/03/1998,Medicine,,,2023
117-2983,Elvira,KARET,ekaret@uni.edu,Female,19/12/1997,Law,,Martial Arts,2024
113-6059,Ali,HORT,ahort@uni.edu,Female,27/03/1997,Journalism,,Hockey,2024
115-2751,Aluino,PELLINGAR,apellingar@uni.edu,Female,23/09/1998,Biotechnology,,Cheerleading,2024
117-1696,Shelby,PEASEMAN,speaseman@uni.edu,Male,27/01/1997,Medicine,,,2024
114-7916,Frasier,GASCOIGNE,fgascoigne@uni.edu,Female,23/04/1998,Art & Culture,,,2023
118-4489,Corney,AUSIELLO,causiello@uni.edu,Female,15/08/1997,Engineering,Kappa Xi,Rowing,2022
113-6031,Aliza,SZYMONOWICZ,aszymonowicz@uni.edu,Female,24/03/1996,Litterature & Linguistics,,Hockey,2024
116-7662,Gabie,MONGAN,gmongan@uni.edu,Female,13/02/1998,Biotechnology,Tau Picore,,2022
114-1855,Gale,HANNEN,ghannen@uni.edu,Polygender,14/12/1998,Finance,,Basketball,2022
111-9214,Irena,O'FEARGUISE,iofearguise@uni.edu,Male,15/07/1998,History,,,2022
119-9976,Milton,DAVISSON,mdavisson@uni.edu,Male,30/06/1996,Engineering,,Football,2022
115-1960,Fiorenze,QUAIF,fquaif@uni.edu,Female,09/11/1996,Law,,Volleyball,2024
118-2594,Karna,RIPPEN,krippen@uni.edu,Male,09/04/1997,Tourism & Catering,,,2024
111-2559,Zebedee,SEIVERTSEN,zseivertsen@uni.edu,Male,03/01/1998,Agronomy,,Gymnastics,2024
113-4634,Misti,KAPLIN,mkaplin@uni.edu,Male,14/09/1996,Physics,,,2024
113-9731,Malia,VINTON,mvinton@uni.edu,Female,30/01/1997,Tourism & Catering,Beta Mu,,2023
111-8114,Thorstein,PADDON,tpaddon@uni.edu,Male,16/07/1998,Finance,,Rowing,2024
115-9049,Erastus,MALLION,emallion@uni.edu,Non-binary,25/04/1998,Art & Culture,,,2023
118-5856,Aubrey,JANOVSKY,ajanovsky@uni.edu,Male,26/02/1996,Art & Culture,,Basketball,2024
112-5275,Bret,MERRICK,bmerrick@uni.edu,Non-binary,18/12/1996,Architecture,,,2023
112-6377,Tani,HOLMES,tholmes@uni.edu,Male,21/09/1998,Business Administration,,Tennis,2024
112-8465,Ronni,PHILBRICK,rphilbrick@uni.edu,Male,06/11/1996,Engineering,,,2022
111-5526,Kath,SEGEBRECHT,ksegebrecht@uni.edu,Male,23/09/1998,Tourism & Catering,,,2023
117-2003,Read,SUMNALL,rsumnall@uni.edu,Male,11/12/1998,Chemistry,,,2022
111-5958,Nicky,HINKINS,nhinkins@uni.edu,Female,30/06/1996,Litterature & Linguistics,,,2022
115-1559,Caesar,DALINDER,cdalinder@uni.edu,Male,14/08/1998,IT,,,2022
112-9468,Ennis,DEMONGEOT,edemongeot@uni.edu,Female,01/02/1997,Business Administration,,Volleyball,2022
113-8484,Janetta,JODDENS,jjoddens@uni.edu,Female,15/11/1996,Biotechnology,,Cheerleading,2024
117-2341,Morry,BLUNDIN,mblundin@uni.edu,Male,12/11/1997,Gastronomy,,Swimming,2022
113-9287,Neddie,GRISTHWAITE,ngristhwaite@uni.edu,Male,28/02/1998,Gastronomy,,Basketball,2022
113-4249,Adham,MCCOWEN,amccowen@uni.edu,Male,17/02/1996,Mathematics,,,2022
111-4340,Ingemar,ECKERSALL,ieckersall@uni.edu,Female,27/06/1998,Finance,,,2023
115-3922,Herbie,SHILSTONE,hshilstone@uni.edu,Female,06/11/1997,Art & Culture,,,2024
111-9817,Elwin,BINGALL,ebingall@uni.edu,Male,23/12/1997,Gastronomy,,,2023
119-7510,Quintin,ONGIN,qongin@uni.edu,Female,01/02/1996,Biotechnology,,,2022
112-2306,Nate,BUTTE,nbutte@uni.edu,Female,22/07/1997,Medicine,,,2023
119-4479,Cally,TURRILL,cturrill@uni.edu,Male,27/10/1996,IT,,,2024
119-4065,Claudina,MCFADZEAN,cmcfadzean@uni.edu,Female,16/01/1997,Gastronomy,,,2024
115-3926,Eleanora,LITTLE,elittle@uni.edu,Male,25/11/1997,Computer Science,Epsilon,,2023
113-2822,Liuka,TAW,ltaw@uni.edu,Male,17/05/1996,Biotechnology,Nu Phi Lambda,,2024
116-1659,Sonja,BACHS,sbachs@uni.edu,Male,23/09/1997,Agronomy,,,2023
114-1154,Jo-anne,SOUTER,jsouter@uni.edu,Male,19/09/1996,Journalism,Pi Gamma Rho,,2024
116-6306,Bria,MACDOUGALL,bmacdougall@uni.edu,Female,09/01/1996,Tourism & Catering,,Soccer,2023
112-5813,Margeaux,CULLERNE,mcullerne@uni.edu,Female,08/09/1998,Psychology,,,2022
111-7505,Jarret,WASTALL,jwastall@uni.edu,Female,10/11/1996,Journalism,,Cheerleading,2023
112-7663,Kermy,ABBATE,kabbate@uni.edu,Male,24/06/1998,Physics,,Martial Arts,2024
111-7196,Malissa,SOLLOWAY,msolloway@uni.edu,Male,10/02/1996,IT,,,2024
113-5931,Avictor,CLELAND,acleland@uni.edu,Female,09/10/1997,Psychology,,,2024
118-4561,Adrien,LASSETER,alasseter@uni.edu,Male,23/07/1998,Computer Science,,Hockey,2024
114-2201,Liesa,GALLAGER,lgallager@uni.edu,Female,21/08/1998,History,,,2024
115-1414,Phylis,MILTON,pmilton@uni.edu,Male,01/04/1997,History,,,2024
119-2349,Allayne,POUNDER,apounder@uni.edu,Female,06/08/1998,Tourism & Catering,,,2024
116-1796,Candice,SALTMARSH,csaltmarsh@uni.edu,Female,25/12/1996,Computer Science,,Hockey,2022
112-3583,Justina,OTTEWELL,jottewell@uni.edu,Female,13/06/1996,Chemistry,,,2023
118-9892,Benedetta,SIMONETTI,bsimonetti@uni.edu,Female,13/07/1997,Litterature & Linguistics,,Swimming,2024
119-5451,Netta,SHORTHILL,nshorthill@uni.edu,Agender,14/12/1996,Litterature & Linguistics,,,2023
116-1332,Gale,AITCHINSON,gaitchinson@uni.edu,Female,11/03/1996,Journalism,,Volleyball,2024
111-4306,Madge,RAINER,mrainer@uni.edu,Male,24/03/1997,Finance,Tau Picore,,2024
113-3888,Rowan,DUDDERIDGE,rdudderidge@uni.edu,Female,14/02/1996,Litterature & Linguistics,,,2023
112-7602,Gwenny,BAUDASSI,gbaudassi@uni.edu,Male,21/08/1998,Finance,,,2024
112-8123,Hall,EOUZAN,heouzan@uni.edu,Female,17/07/1996,Law,,,2022
112-4735,Carol,BEILBY,cbeilby@uni.edu,Male,22/10/1996,Art & Culture,,,2023
112-8925,Zacherie,DITTSON,zdittson@uni.edu,Male,13/06/1997,Computer Science,Tau Picore,,2023
111-5594,Corliss,WIFFEN,cwiffen@uni.edu,Female,27/08/1997,Art & Culture,,,2024
119-8083,Keeley,TRUSTRAM,ktrustram@uni.edu,Female,26/03/1997,Psychology,,Cheerleading,2024
114-9032,Elberta,LODE,elode@uni.edu,Female,18/04/1998,Medicine,,Gymnastics,2023
115-1713,Clemens,PHILPOTTS,cphilpotts@uni.edu,Male,31/03/1996,Biotechnology,,,2024
115-4663,Sondra,SPRULES,ssprules@uni.edu,Male,19/03/1997,Engineering,,Martial Arts,2023
115-2132,Isidora,CLASH,iclash@uni.edu,Male,07/06/1998,Business Administration,,,2022
111-7414,Shalne,TANZIG,stanzig@uni.edu,Female,23/10/1996,Physics,,Hockey,2023
113-9846,Kaitlynn,OLIFF,koliff@uni.edu,Male,08/10/1998,Computer Science,,,2023
111-4985,Odessa,CUSS,ocuss@uni.edu,Male,14/07/1996,IT,,Football,2024
117-4931,Venita,SARFAT,vsarfat@uni.edu,Female,04/05/1998,IT,,Volleyball,2022
114-5837,Jan,CAMMELL,jcammell@uni.edu,Female,22/09/1997,Gastronomy,Beta Mu,Hockey,2022
115-2009,Marcus,MARKOVA,mmarkova@uni.edu,Female,24/11/1997,Tourism & Catering,,,2024
115-1471,Rriocard,HACHETTE,rhachette@uni.edu,Female,08/06/1996,Gastronomy,Kappa Xi,,2022
112-3579,Agustin,MCCRACKAN,amccrackan@uni.edu,Male,24/11/1996,Journalism,Epsilon,,2023
112-1722,Giacomo,LE GUIN,gleguin@uni.edu,Male,13/03/1996,Computer Science,,Gymnastics,2024
114-1848,Zuzana,HOUSON,zhouson@uni.edu,Male,14/03/1996,Business Administration,Beta Mu,,2024
111-2978,Terrie,GULL,tgull@uni.edu,Male,05/06/1996,Business Administration,,,2024
115-1624,Caria,CATTACH,ccattach@uni.edu,Male,12/11/1996,Agronomy,,,2023
119-6611,Isaiah,GEPHEART,igepheart@uni.edu,Male,30/08/1996,Chemistry,,,2023
114-2124,Cristy,GREED,cgreed@uni.edu,Female,08/02/1998,Architecture,,,2024
114-9040,Taffy,SKEDGE,tskedge@uni.edu,Female,16/12/1997,Physics,,Cheerleading,2023
115-5268,Clemmy,MCVEIGHTY,cmcveighty@uni.edu,Female,23/05/1998,Engineering,,Gymnastics,2023
112-5544,Nadya,MACKERETH,nmackereth@uni.edu,Female,18/09/1996,Medicine,,,2022
119-7908,Gerald,POUTRESS,gpoutress@uni.edu,Female,18/03/1996,Psychology,,,2022
113-6019,Farlee,BESLIER,fbeslier@uni.edu,Female,11/11/1997,Medicine,,Rowing,2023
117-8398,Frederich,HUCKETT,fhuckett@uni.edu,Female,31/12/1996,Chemistry,Nu Phi Lambda,Cheerleading,2022
117-8606,Elyn,DARBISHIRE,edarbishire@uni.edu,Male,15/09/1997,IT,,,2023
115-1924,Allina,HAGGARD,ahaggard@uni.edu,Male,19/12/1998,Engineering,,,2023
116-5826,Carney,BIXLEY,cbixley@uni.edu,Male,08/09/1997,Mathematics,,,2022
113-1027,Ashbey,RISHWORTH,arishworth@uni.edu,Male,08/04/1996,Law,,Soccer,2024
118-9023,Monroe,COLLIHOLE,mcollihole@uni.edu,Female,04/05/1996,IT,,Tennis,2022
116-2161,Valene,TARPLEE,vtarplee@uni.edu,Female,02/10/1996,Chemistry,,,2022
114-2589,Mychal,ELGY,melgy@uni.edu,Female,17/12/1997,Gastronomy,,,2022
114-4930,Stanfield,GARNETT,sgarnett@uni.edu,Genderqueer,04/12/1998,Journalism,,,2024
115-1391,Lewes,RANDALL,lrandall@uni.edu,Bigender,18/06/1996,Physics,,,2024
119-9902,Alida,QUARRIE,aquarrie@uni.edu,Male,11/10/1998,IT,,,2024
116-1839,Meriel,WEDDUP,mweddup@uni.edu,Male,17/06/1996,Mathematics,,,2023
113-9131,Arlen,KILN,akiln@uni.edu,Male,05/08/1998,Law,,Football,2023
112-2977,Alex,HALWELL,ahalwell@uni.edu,Female,05/04/1996,Tourism & Catering,,Hockey,2022
117-1715,Donalt,ADRIANO,dadriano@uni.edu,Female,19/04/1997,History,,,2024
116-8968,Quentin,LOCHEAD,qlochead@uni.edu,Male,22/10/1997,Litterature & Linguistics,,,2024
111-2053,Robbi,LATCHFORD,rlatchford@uni.edu,Female,23/07/1998,Litterature & Linguistics,,,2022
114-7139,Blondy,JANDOUREK,bjandourek@uni.edu,Female,05/08/1997,Mathematics,,Cheerleading,2022
113-1454,Niki,POKER,npoker@uni.edu,Male,12/03/1996,Mathematics,,,2023
113-2778,Whitby,FOSDYKE,wfosdyke@uni.edu,Genderqueer,19/03/1997,Engineering,,,2022
118-8674,Jolene,BORRES,jborres@uni.edu,Female,11/04/1998,Tourism & Catering,Kappa Xi,Cheerleading,2023
114-1579,Ewan,DRAGE,edrage@uni.edu,Male,12/01/1996,Mathematics,,Martial Arts,2024
119-5303,Dee,GEBBE,dgebbe@uni.edu,Female,17/09/1997,Litterature & Linguistics,,,2022
113-2233,Fonzie,LUDYE,fludye@uni.edu,Female,04/02/1996,Litterature & Linguistics,,,2023
112-4385,Louis,GAMIL,lgamil@uni.edu,Bigender,20/12/1998,Architecture,,Track & Field,2023
112-7214,Sanders,TIDBOLD,stidbold@uni.edu,Female,09/12/1997,Litterature & Linguistics,,,2023
113-3108,Athene,MONCK,amonck@uni.edu,Female,06/03/1997,Agronomy,,Tennis,2022
119-2990,Jania,SIEVEWRIGHT,jsievewright@uni.edu,Male,10/05/1998,Art & Culture,,,2022
112-2846,Ingram,KIBBEY,ikibbey@uni.edu,Female,27/06/1997,IT,,,2024
119-2736,Corie,STRAPP,cstrapp@uni.edu,Male,12/03/1997,Computer Science,,Football,2023
112-9777,Nat,WRIGLEY,nwrigley@uni.edu,Female,23/02/1998,Art & Culture,,Volleyball,2024
117-6941,Brandy,QUEREE,bqueree@uni.edu,Male,15/03/1998,Finance,,Rowing,2023
111-1227,Heddie,PETO,hpeto@uni.edu,Agender,12/12/1998,Gastronomy,,Swimming,2023
119-1666,Lily,VERCHAMBRE,lverchambre@uni.edu,Male,05/11/1997,Computer Science,,Football,2022
114-7007,Laraine,KIBBEE,lkibbee@uni.edu,Male,22/07/1996,IT,,,2024
112-7574,Iorgos,FERNELY,ifernely@uni.edu,Male,06/06/1998,Biotechnology,,,2022
111-3592,Patrizio,KEMMEY,pkemmey@uni.edu,Male,07/12/1997,Journalism,,,2022
116-1457,Sinclare,LOMBARDO,slombardo@uni.edu,Female,23/04/1996,Litterature & Linguistics,,,2023
116-8234,Heindrick,EMERY,hemery@uni.edu,Female,24/12/1997,History,,Gymnastics,2022
119-1596,Yoshi,TREHEARNE,ytrehearne@uni.edu,Female,03/06/1998,Medicine,,,2023
119-5094,Mandi,TROBE,mtrobe@uni.edu,Male,07/11/1996,Mathematics,,Martial Arts,2022
111-4545,Adey,LINDHOLM,alindholm@uni.edu,Male,18/07/1996,Business Administration,,,2023
118-6652,Fidelio,PHELIPEAU,fphelipeau@uni.edu,Female,14/02/1998,Chemistry,,,2022
118-6106,Arney,MUXWORTHY,amuxworthy@uni.edu,Polygender,02/10/1997,Tourism & Catering,,Tennis,2023
112-4163,Trude,PENDRILL,tpendrill@uni.edu,Male,07/11/1998,IT,,,2024
114-5790,Tamqrah,ASKELL,taskell@uni.edu,Female,11/02/1996,Psychology,,,2022
114-2439,Dore,DENERS,ddeners@uni.edu,Female,15/10/1997,Architecture,,,2024
115-3226,Libbi,SALADINO,lsaladino@uni.edu,Male,19/03/1997,Art & Culture,,Tennis,2024
119-2871,Carmencita,FARNORTH,cfarnorth@uni.edu,Male,22/12/1997,Gastronomy,,Basketball,2022
112-6837,Ab,KILPATRICK,akilpatrick@uni.edu,Female,05/03/1997,Litterature & Linguistics,,,2024
112-4239,Cristionna,KABOS,ckabos@uni.edu,Female,28/03/1996,History,,,2024
113-7227,Tabby,DULING,tduling@uni.edu,Male,03/06/1996,Medicine,,,2023
118-2719,Arni,NUDDS,anudds@uni.edu,Male,14/06/1996,Finance,,,2024
118-1118,Annie,MACCURLEY,amaccurley@uni.edu,Female,28/04/1997,Litterature & Linguistics,,Cheerleading,2023
115-2265,Ragnar,LIVESAY,rlivesay@uni.edu,Female,03/02/1996,Computer Science,Kappa Xi,,2022
113-4891,Rodolphe,MEECH,rmeech@uni.edu,Male,26/09/1998,Medicine,Nu Phi Lambda,,2023
114-1904,Ricky,MANGEON,rmangeon@uni.edu,Male,16/06/1997,Biotechnology,,,2023
114-4516,Berrie,GINNI,bginni@uni.edu,Male,25/07/1997,Journalism,,,2023
111-2612,Kiley,VELLACOTT,kvellacott@uni.edu,Female,07/01/1996,Medicine,,Hockey,2022
112-5320,Torr,DRYBURGH,tdryburgh@uni.edu,Male,02/01/1998,IT,,Football,2022
113-8734,Kellyann,BALOGH,kbalogh@uni.edu,Male,10/12/1996,Architecture,,Basketball,2022
118-6523,Jaymee,PAWNSFORD,jpawnsford@uni.edu,Female,24/12/1997,Litterature & Linguistics,,Gymnastics,2024
114-4980,Vi,WINCOM,vwincom@uni.edu,Male,23/09/1998,Mathematics,,,2024
116-9279,Danielle,POMFRETT,dpomfrett@uni.edu,Female,17/03/1998,Finance,,Swimming,2023
117-9423,Tobey,EINGERFIELD,teingerfield@uni.edu,Polygender,17/06/1997,Journalism,,Swimming,2022
114-1439,Timmie,UPWOOD,tupwood@uni.edu,Male,24/04/1996,Business Administration,,Basketball,2022
115-9697,Garwin,KINGHORNE,gkinghorne@uni.edu,Male,31/05/1997,Psychology,Kappa Xi,,2023
116-6339,Morgan,SALMEN,msalmen@uni.edu,Female,20/04/1998,Gastronomy,,,2024
111-3911,Richy,SALERG,rsalerg@uni.edu,Female,09/06/1997,Mathematics,,Soccer,2022
118-2489,Cchaddie,EDMUNDS,cedmunds@uni.edu,Male,11/04/1996,Litterature & Linguistics,,,2023
113-4959,Bobinette,KELF,bkelf@uni.edu,Male,08/04/1997,Art & Culture,,Football,2022
111-4289,Noelyn,STAPELLS,nstapells@uni.edu,Male,28/12/1996,Tourism & Catering,,,2022
119-5346,Willey,BLANQUE,wblanque@uni.edu,Male,31/10/1998,Physics,,Basketball,2022
118-4748,Arabele,DUNNE,adunne@uni.edu,Male,10/05/1996,Law,,,2023
118-6614,Fenelia,TIDD,ftidd@uni.edu,Male,22/10/1996,Biotechnology,,,2024
118-2633,Slade,MEEK,smeek@uni.edu,Female,30/11/1998,Finance,,,2022
114-4256,Barnaby,BLEDDON,bbleddon@uni.edu,Male,23/04/1998,Computer Science,,,2024
111-3316,Aimil,JARLEY,ajarley@uni.edu,Female,06/04/1996,Psychology,,,2024
111-9833,Luisa,VEDEKHOV,lvedekhov@uni.edu,Male,21/11/1997,Journalism,,,2024
112-8572,Taddeo,BRIMILCOMBE,tbrimilcombe@uni.edu,Female,22/03/1998,Psychology,,Cheerleading,2023
118-3286,Antonetta,BOTCHERBY,abotcherby@uni.edu,Male,13/06/1998,History,,Gymnastics,2023
111-5132,Bunnie,BELVIN,bbelvin@uni.edu,Female,24/07/1998,Tourism & Catering,,,2024
113-2127,Rebecca,MECHEM,rmechem@uni.edu,Male,12/08/1997,Law,Nu Phi Lambda,,2023
117-8595,Abra,MOSCO,amosco@uni.edu,Female,08/06/1998,Tourism & Catering,,,2022
116-2097,Vergil,BLETSOE,vbletsoe@uni.edu,Female,26/05/1996,Finance,,,2023
113-4869,Thalia,JOSTAN,tjostan@uni.edu,Male,27/05/1997,Psychology,,,2023
114-6008,Merlina,HAZELGREAVE,mhazelgreave@uni.edu,Male,03/12/1998,Tourism & Catering,Beta Mu,,2022
118-4571,Falkner,TARBIN,ftarbin@uni.edu,Male,25/06/1997,Agronomy,,,2023
118-7315,Carrissa,MARCAM,cmarcam@uni.edu,Female,31/12/1996,Psychology,,,2024
112-6323,Dona,KIRLIN,dkirlin@uni.edu,Female,17/02/1997,Chemistry,,Tennis,2022
116-9332,Jessica,PITFIELD,jpitfield@uni.edu,Male,23/11/1998,Chemistry,,,2023
118-2363,Emmalyn,HILLAN,ehillan@uni.edu,Female,25/01/1996,Tourism & Catering,,Rowing,2023
119-8966,Austin,ALTHROPE,aalthrope@uni.edu,Male,07/11/1997,Computer Science,,,2023
112-5601,Calypso,HAVERTY,chaverty@uni.edu,Male,02/09/1996,Finance,,,2023
114-3189,Heddie,GHEORGHESCU,hgheorghescu@uni.edu,Male,17/05/1997,Law,,Hockey,2024
112-6419,Irene,TZARKOV,itzarkov@uni.edu,Male,31/12/1997,Mathematics,,,2023
112-5629,Valdemar,BROMFIELD,vbromfield@uni.edu,Female,15/03/1998,Litterature & Linguistics,,Swimming,2023
113-7183,Chandal,HEYNEN,cheynen@uni.edu,Female,27/11/1996,Computer Science,,,2024
114-2410,Perrine,COLEFORD,pcoleford@uni.edu,Female,25/11/1997,History,,Rowing,2022
115-4767,Damaris,LETIXIER,dletixier@uni.edu,Male,12/09/1997,Mathematics,,,2022
118-9653,Natty,SANTARELLI,nsantarelli@uni.edu,Female,27/07/1998,Computer Science,,Volleyball,2023
112-6669,Stanleigh,HUMBELL,shumbell@uni.edu,Female,23/09/1997,Mathematics,,,2024
119-3003,Vivien,CONIBERE,vconibere@uni.edu,Male,04/10/1997,Biotechnology,,,2024
111-7495,Ashley,BUNCOM,abuncom@uni.edu,Male,05/09/1996,Art & Culture,,Soccer,2022
117-2922,Valaree,RIGBYE,vrigbye@uni.edu,Female,24/09/1998,Computer Science,,,2023
116-5119,Cory,KUN,ckun@uni.edu,Male,06/03/1998,History,,,2022
116-3235,Naoma,BREWERS,nbrewers@uni.edu,Female,20/07/1998,Biotechnology,,,2024
118-9078,Lazarus,DOWLE,ldowle@uni.edu,Female,03/06/1998,Psychology,,,2024
113-6850,Aidan,KAS,akas@uni.edu,Female,13/07/1998,IT,,,2023
113-2702,Earle,JEROCH,ejeroch@uni.edu,Female,26/02/1998,Art & Culture,,Martial Arts,2022
117-7243,Jody,VAMPLERS,jvamplers@uni.edu,Female,20/09/1998,Finance,,,2024
115-2704,Shawn,CHIPPIN,schippin@uni.edu,Male,01/01/1996,Finance,,,2023
115-8339,Ellwood,RATIE,eratie@uni.edu,Female,30/12/1997,Journalism,,,2023
114-6099,Amie,WICKSTEAD,awickstead@uni.edu,Female,21/04/1997,IT,,,2023
111-8728,Adelice,THURLBY,athurlby@uni.edu,Male,31/01/1998,Psychology,,,2024
115-6988,Arly,GILLIE,agillie@uni.edu,Female,06/06/1996,Chemistry,,Track & Field,2024
111-6523,Carolynn,DYOS,cdyos@uni.edu,Female,22/03/1998,Art & Culture,,Hockey,2023
119-7329,Danny,COSGRIFF,dcosgriff@uni.edu,Male,26/02/1996,Computer Science,,,2023
112-5477,Meta,STOYLES,mstoyles@uni.edu,Female,07/09/1998,Litterature & Linguistics,,Volleyball,2023
112-3725,Onofredo,MCCAUGHAN,omccaughan@uni.edu,Male,22/02/1997,Physics,,Football,2023
